country,year,gdp,population,ruleoflaw,litigation,fillingdate,ghg
LTU,1991,,3704134,,0,0.0,46930000.0
LTU,1992,,3700114,,0,0.0,32150000.0
LTU,1993,,3682613,,0,0.0,26240000.0
LTU,1994,,3657144,,0,0.0,24220000.0
LTU,1995,10640.36003,3629102,,0,0.0,22620000.0
LTU,1996,11274.64011,3601613,63.31658,0,0.0,23380000.0
LTU,1997,12302.1012,3575137,,0,0.0,23170000.0
LTU,1998,13317.90773,3549331,70.0,0,0.0,24050000.0
LTU,1999,13259.61695,3524238,,0,0.0,21320000.0
LTU,2000,13846.68329,3499536,60.89109,0,0.0,19620000.0
LTU,2001,14872.37909,3470818,,0,0.0,20060000.0
LTU,2002,16004.4389,3443067,65.34653,0,0.0,20420000.0
LTU,2003,17839.78274,3415213,66.83168,0,0.0,20600000.0
LTU,2004,19226.46927,3377075,68.89952,0,0.0,21580000.0
LTU,2005,21053.1846,3322528,68.89952,0,0.0,22720000.0
LTU,2006,22977.99665,3269909,70.33493,0,0.0,22850000.0
LTU,2007,25835.36802,3231294,71.77033,0,0.0,23850000.0
LTU,2008,26784.88003,3198231,71.63461,0,0.0,23280000.0
LTU,2009,23065.06196,3162916,70.61611,0,0.0,19710000.0
LTU,2010,23942.76036,3097282,73.45972,0,0.0,20520000.0
LTU,2011,25968.58342,3028115,73.70892,0,1.0,19980000.0
LTU,2012,27330.89595,2987773,76.05634,1,1.0,19900000.0
LTU,2013,28589.02666,2957689,74.17841,1,1.0,19000000.0
LTU,2014,29855.83149,2932367,79.32692,1,1.0,18550000.0
LTU,2015,30748.19631,2904910,81.25,1,1.0,18800000.0
LTU,2016,31925.80342,2868231,82.21154,1,1.0,18820000.0
LTU,2017,33761.87124,2828403,80.76923,1,1.0,18730000.0
LTU,2018,35446.70808,2801543,79.80769,1,1.0,18840000.0
BGR,1990,12507.71359,8718289,,0,0.0,98340000.0
BGR,1991,11565.37384,8632367,,0,0.0,81120000.0
BGR,1992,10840.07872,8540164,,0,0.0,75250000.0
BGR,1993,10765.15064,8472313,,0,0.0,73770000.0
BGR,1994,10998.14712,8443591,,0,0.0,69880000.0
BGR,1995,11362.64635,8406067,,0,0.0,71100000.0
BGR,1996,12015.92681,8362826,39.69849,0,0.0,71630000.0
BGR,1997,10382.85145,8312068,,0,0.0,69110000.0
BGR,1998,10848.42118,8256786,45.0,0,0.0,65260000.0
BGR,1999,9993.449174,8210624,,0,0.0,58330000.0
BGR,2000,10503.62031,8170172,48.51485,0,0.0,57700000.0
BGR,2001,11124.50607,8009142,,0,0.0,60160000.0
BGR,2002,12036.18332,7837161,51.9802,0,0.0,57510000.0
BGR,2003,12767.2686,7775327,48.51485,0,0.0,62300000.0
BGR,2004,13701.50142,7716860,49.2823,0,0.0,60990000.0
BGR,2005,14779.19305,7658972,50.23923,0,0.0,60950000.0
BGR,2006,15904.90196,7601022,51.19617,0,0.0,61030000.0
BGR,2007,17078.3683,7545338,53.11005,0,0.0,65209999.9999999
BGR,2008,18250.54052,7492561,52.40385,0,0.0,62760000.0
BGR,2009,17767.51424,7444443,54.50237,0,0.0,55350000.0
BGR,2010,18160.60824,7395599,52.60664,0,1.0,57040000.0
BGR,2011,18661.47996,7348328,51.17371,1,1.0,62840000.0
BGR,2012,18911.58431,7305888,52.11267,1,1.0,57150000.0
BGR,2013,18911.12601,7265115,51.64319,1,1.0,52060000.0
BGR,2014,19202.80893,7223938,54.32692,1,1.0,54660000.0
BGR,2015,19988.22449,7177991,52.40385,1,1.0,57310000.0
BGR,2016,20740.79485,7127822,51.44231,1,1.0,54270000.0
BGR,2017,21469.94544,7075947,51.44231,1,1.0,56450000.0
BGR,2018,22206.09078,7025037,52.40385,1,1.0,53330000.0
GRC,1990,24262.94767,10196792,,0,0.0,95350000.0
GRC,1991,24716.62463,10319927,,0,0.0,95450000.0
GRC,1992,24700.23763,10399061,,0,0.0,97530000.0
GRC,1993,24162.47629,10460415,,0,0.0,97900000.0
GRC,1994,24522.6322,10512922,,0,0.0,100530000.0
GRC,1995,24920.83695,10562153,,0,0.0,104930000.0
GRC,1996,25521.39002,10608800,83.41708,0,0.0,105990000.0
GRC,1997,26534.61003,10661259,,0,0.0,107090000.0
GRC,1998,27415.74483,10720509,75.0,0,0.0,111150000.0
GRC,1999,28149.96572,10761698,,0,0.0,112280000.0
GRC,2000,29133.96572,10805808,80.19802,0,0.0,117920000.0
GRC,2001,30180.35658,10862132,,0,0.0,118510000.0
GRC,2002,31249.53286,10902022,73.76237,0,0.0,118890000.0
GRC,2003,32981.49458,10928070,75.74258,0,0.0,122210000.0
GRC,2004,34565.06116,10955141,77.99043,0,0.0,121820000.0
GRC,2005,34670.33526,10987314,75.11961,0,0.0,123910000.0
GRC,2006,36520.20631,11020362,77.03349,0,0.0,122290000.0
GRC,2007,37619.82391,11048473,77.51196,0,1.0,125630000.0
GRC,2008,37394.33452,11077841,78.36539,1,1.0,121790000.0
GRC,2009,35692.10064,11107017,68.24644,1,1.0,114900000.0
GRC,2010,33693.21148,11121341,66.82465,1,1.0,108190000.0
GRC,2011,30318.40467,11104899,66.19718,1,1.0,105760000.0
GRC,2012,28322.57306,11045011,63.38028,1,1.0,100600000.0
GRC,2013,27810.91123,10965211,64.78873,1,1.0,92970000.0
GRC,2014,28129.96132,10892413,66.82692,1,1.0,89910000.0
GRC,2015,28260.38667,10820883,64.42308,1,1.0,88180000.0
GRC,2016,28239.91921,10775971,58.65385,1,1.0,86900000.0
GRC,2017,28604.86094,10754679,56.73077,1,1.0,86510000.0
GRC,2018,29141.17438,10732882,58.65385,1,1.0,84750000.0
PHL,1990,4209.482917,61895169,,0,0.0,95750000.0
PHL,1991,4088.102367,63454785,,0,0.0,95810000.0
PHL,1992,4006.344665,65020124,,0,0.0,97950000.0
PHL,1993,3997.012972,66593904,,0,0.0,103460000.0
PHL,1994,4074.72764,68180846,,0,0.0,111230000.0
PHL,1995,4165.249064,69784087,,0,0.0,123410000.0
PHL,1996,4309.450332,71401743,53.76884,0,0.0,132370000.0
PHL,1997,4431.837268,73030879,,0,0.0,140970000.0
PHL,1998,4312.152103,74672009,55.0,0,0.0,134680000.0
PHL,1999,4359.888549,76325927,,0,0.0,140440000.0
PHL,2000,4453.756665,77991757,40.59406,0,0.0,142340000.0
PHL,2001,4492.721424,79672869,,0,0.0,141890000.0
PHL,2002,4562.761382,81365260,41.08911,0,0.0,143550000.0
PHL,2003,4697.48565,83051970,38.11881,0,0.0,146690000.0
PHL,2004,4908.058738,84710544,34.44976,0,0.0,150440000.0
PHL,2005,5054.238933,86326251,42.10526,0,0.0,151720000.0
PHL,2006,5228.315741,87888675,42.58373,0,0.0,144810000.0
PHL,2007,5474.681327,89405482,39.71292,0,0.0,150350000.0
PHL,2008,5618.484953,90901967,36.05769,0,0.0,153560000.0
PHL,2009,5606.590677,92414161,35.07109,0,0.0,155570000.0
PHL,2010,5918.373229,93966784,35.07109,0,0.0,161170000.0
PHL,2011,6043.601676,95570049,37.0892,0,0.0,163300000.0
PHL,2012,6351.264942,97212639,38.96714,0,0.0,168460000.0
PHL,2013,6666.250512,98871558,42.25352,0,0.0,179820000.0
PHL,2014,6973.638909,100513137,43.75,0,1.0,187640000.0
PHL,2015,7300.13621,102113206,43.26923,0,1.0,196720000.0
PHL,2016,7705.05377,103663812,39.42308,0,1.0,209480000.0
PHL,2017,8120.868793,105172921,36.53846,1,1.0,225870000.0
PHL,2018,8516.136549,106651394,34.13462,1,1.0,232340000.0
ESP,1990,27543.91924,38867322,,0,0.0,275270000.0
ESP,1991,28173.38724,38966376,,0,0.0,281450000.0
ESP,1992,28296.25568,39157685,,0,0.0,291280000.0
ESP,1993,27859.54304,39361262,,0,0.0,276490000.0
ESP,1994,28388.01265,39549108,,0,0.0,289430000.0
ESP,1995,29042.34414,39724050,,0,0.0,303340000.0
ESP,1996,29691.0968,39889852,90.45226,0,0.0,296730000.0
ESP,1997,30661.65483,40057389,,0,0.0,318090000.0
ESP,1998,31876.43959,40223509,90.0,0,0.0,327700000.0
ESP,1999,33173.1172,40386875,,0,0.0,352530000.0
ESP,2000,34757.61502,40567864,90.59406,0,0.0,369840000.0
ESP,2001,35874.75293,40850412,,0,0.0,367810000.0
ESP,2002,36337.5552,41431558,86.63367,0,0.0,384510000.0
ESP,2003,36750.44185,42187645,86.63367,0,0.0,393610000.0
ESP,2004,37249.77351,42921895,85.16747,0,1.0,409760000.0
ESP,2005,37963.36584,43653155,86.1244,0,1.0,424480000.0
ESP,2006,38858.47107,44397319,87.55981,0,1.0,418340000.0
ESP,2007,39520.82227,45226803,86.1244,0,1.0,434660000.0
ESP,2008,39240.39519,45954106,85.57692,0,1.0,401450000.0
ESP,2009,37430.6785,46362946,86.25592,0,1.0,364620000.0
ESP,2010,37319.47622,46576897,85.78199,1,1.0,349440000.0
ESP,2011,36884.25924,46742697,85.44601,1,1.0,348820000.0
ESP,2012,35769.46003,46773055,83.09859,1,1.0,342540000.0
ESP,2013,35371.73982,46620045,82.15962,1,1.0,316480000.0
ESP,2014,35968.62014,46480882,80.28846,1,1.0,314950000.0
ESP,2015,37377.06802,46444832,79.32692,1,1.0,325510000.0
ESP,2016,38477.57918,46484062,80.76923,1,1.0,315830000.0
ESP,2017,39528.92539,46593236,82.21154,1,1.0,332170000.0
ESP,2018,40256.95248,46797754,81.25,1,1.0,326940000.0
NPL,1990,1616.649398,18905480,,0,0.0,21760000.0
NPL,1991,1675.290745,19405506,,0,0.0,22150000.0
NPL,1992,1697.477442,19938322,,0,0.0,22010000.0
NPL,1993,1715.367212,20489973,,0,0.0,22960000.0
NPL,1994,1807.697207,21040899,,0,0.0,23840000.0
NPL,1995,1824.002826,21576074,,0,0.0,25080000.0
NPL,1996,1876.464286,22090352,51.25628,0,0.0,26030000.0
NPL,1997,1928.046702,22584772,,0,0.0,27050000.0
NPL,1998,1945.451034,23057875,51.5,0,0.0,28020000.0
NPL,1999,1992.233738,23509971,,0,0.0,29530000.0
NPL,2000,2077.652056,23941099,42.57426,0,0.0,30330000.0
NPL,2001,2141.067035,24347113,,0,0.0,30840000.0
NPL,2002,2110.823497,24725625,38.11881,0,0.0,30440000.0
NPL,2003,2163.018278,25080880,32.67327,0,0.0,31090000.0
NPL,2004,2234.154768,25419337,27.27273,0,0.0,31420000.0
NPL,2005,2282.685054,25744500,24.40191,0,0.0,32220000.0
NPL,2006,2330.325084,26066687,31.57895,0,0.0,32270000.0
NPL,2007,2380.970834,26382586,33.97129,0,0.0,32720000.0
NPL,2008,2499.415586,26666581,28.36539,0,0.0,34020000.0
NPL,2009,2591.631452,26883531,21.32701,0,0.0,35880000.0
NPL,2010,2703.414917,27013207,18.00948,0,0.0,37220000.0
NPL,2011,2793.024734,27041220,21.12676,0,0.0,39020000.0
NPL,2012,2922.619609,26989160,28.16901,0,0.0,40940000.0
NPL,2013,3033.780787,26916795,28.6385,0,0.0,41840000.0
NPL,2014,3217.44851,26905982,30.28846,0,0.0,43860000.0
NPL,2015,3331.871769,27015033,29.80769,0,0.0,43670000.0
NPL,2016,3315.814414,27263430,21.15385,0,0.0,47070000.0
NPL,2017,3565.197807,27632682,28.36539,0,1.0,49580000.0
NPL,2018,3773.715918,28095712,33.65385,1,1.0,51240000.0
IND,1990,1813.135853,873277799,,0,0.0,1226440000.0
IND,1991,1795.302326,891273202,,0,0.0,1281480000.0
IND,1992,1856.170582,909307018,,0,0.0,1313710000.0
IND,1993,1906.412058,927403866,,0,0.0,1345440000.0
IND,1994,1994.226916,945601828,,0,0.0,1391780000.0
IND,1995,2104.505298,963922586,,0,0.0,1457390000.0
IND,1996,2220.893203,982365248,61.30653,0,0.0,1509060000.0
IND,1997,2268.043087,1000900028,,0,0.0,1567730000.0
IND,1998,2364.408687,1019483586,64.0,0,0.0,1601880000.0
IND,1999,2527.508347,1038058154,,0,0.0,1678280000.0
IND,2000,2578.59153,1056575548,62.37624,0,0.0,1717560000.0
IND,2001,2656.655208,1075000094,,0,0.0,1741320000.0
IND,2002,2711.511846,1093317187,53.9604,0,0.0,1763940000.0
IND,2003,2876.743382,1111523146,58.91089,0,0.0,1808910000.0
IND,2004,3054.918876,1129623466,55.02392,0,0.0,1894780000.0
IND,2005,3245.299885,1147609924,56.9378,0,0.0,1969680000.0
IND,2006,3453.105661,1165486291,58.37321,0,0.0,2065570000.0
IND,2007,3661.955505,1183209471,56.45933,0,0.0,2209240000.0
IND,2008,3720.092648,1200669762,57.69231,0,0.0,2309340000.0
IND,2009,3956.359016,1217726217,54.9763,0,0.0,2452660000.0
IND,2010,4234.979573,1234281163,54.02843,0,0.0,2564130000.0
IND,2011,4399.88824,1250287939,52.58216,0,0.0,2671200000.0
IND,2012,4583.173198,1265780243,52.58216,0,0.0,2814000000.0
IND,2013,4818.522557,1280842119,53.05164,0,0.0,2875980000.0
IND,2014,5116.629105,1295600768,55.28846,0,1.0,3048790000.0
IND,2015,5464.394057,1310152392,55.76923,1,1.0,3063650000.0
IND,2016,5851.39488,1324517250,53.36538,1,1.0,3103110000.0
IND,2017,6182.922109,1338676779,53.36538,1,1.0,3229920000.0
IND,2018,6518.845055,1352642283,55.28846,1,1.0,3374990000.0
CHE,1990,56329.21565,6715519,,0,0.0,52650000.0
CHE,1991,55120.11476,6799978,,0,0.0,54850000.0
CHE,1992,54491.90035,6875364,,0,0.0,54770000.0
CHE,1993,53929.85852,6938265,,0,0.0,52300000.0
CHE,1994,54181.00257,6993795,,0,0.0,51430000.0
CHE,1995,54078.95231,7040687,,0,0.0,52360000.0
CHE,1996,54106.57086,7071850,100.0,0,0.0,52950000.0
CHE,1997,55201.20477,7088906,,0,0.0,51500000.0
CHE,1998,56724.50517,7110001,99.0,0,0.0,53040000.0
CHE,1999,57440.05357,7143991,,0,0.0,53160000.0
CHE,2000,59389.42406,7184250,99.50495,0,0.0,52360000.0
CHE,2001,59944.77692,7229854,,0,0.0,53960000.0
CHE,2002,59489.74806,7284753,100.0,0,0.0,52310000.0
CHE,2003,59022.35241,7339001,98.51485,0,0.0,53500000.0
CHE,2004,60271.93241,7389625,98.08612,0,0.0,53950000.0
CHE,2005,61613.39105,7437115,98.08612,0,0.0,54650000.0
CHE,2006,63686.24824,7483934,97.12919,0,0.0,54350000.0
CHE,2007,65641.71061,7551117,97.60766,0,0.0,52410000.0
CHE,2008,66598.85937,7647675,96.63461,0,0.0,54010000.0
CHE,2009,64404.07986,7743831,95.7346,0,0.0,52530000.0
CHE,2010,65819.73725,7824909,94.3128,0,0.0,54100000.0
CHE,2011,66342.01082,7912398,93.89671,0,0.0,50020000.0
CHE,2012,66440.28702,7996861,96.71362,0,0.0,51250000.0
CHE,2013,66877.16305,8089346,96.24413,0,0.0,52270000.0
CHE,2014,67682.68618,8188649,98.07692,0,0.0,48470000.0
CHE,2015,68025.92004,8282396,97.59615,0,0.0,47710000.0
CHE,2016,68663.24382,8373338,98.07692,0,1.0,48190000.0
CHE,2017,69103.57026,8451840,99.03846,0,1.0,47200000.0
CHE,2018,70597.29207,8514329,99.03846,0,1.0,46020000.0
PAK,1990,2915.900175,107647918,,0,0.0,158450000.0
PAK,1991,2976.912543,110778655,,0,0.0,159400000.0
PAK,1992,3118.139237,113911126,,0,0.0,168600000.0
PAK,1993,3086.893478,117086680,,0,0.0,178420000.0
PAK,1994,3115.102968,120362764,,0,0.0,185090000.0
PAK,1995,3179.50713,123776835,,0,0.0,195560000.0
PAK,1996,3240.088797,127349293,31.65829,0,0.0,202600000.0
PAK,1997,3180.351108,131057432,,0,0.0,209520000.0
PAK,1998,3169.890225,134843233,25.5,0,0.0,213320000.0
PAK,1999,3196.279545,138624625,,0,0.0,225890000.0
PAK,2000,3245.378342,142343583,21.78218,0,0.0,228010000.0
PAK,2001,3277.051278,145978408,,0,0.0,231230000.0
PAK,2002,3279.030977,149549695,26.23762,0,0.0,237640000.0
PAK,2003,3388.17669,153093371,25.74257,0,0.0,245480000.0
PAK,2004,3560.811841,156664698,19.61723,0,0.0,262420000.0
PAK,2005,3706.824023,160304007,22.00957,0,0.0,270700000.0
PAK,2006,3836.49275,164022626,22.96651,0,0.0,290100000.0
PAK,2007,3931.175785,167808106,21.05263,0,0.0,306860000.0
PAK,2008,3908.599006,171648984,17.78846,0,0.0,309840000.0
PAK,2009,3930.508174,175525610,21.80095,0,0.0,320200000.0
PAK,2010,3906.873971,179424643,27.48815,0,0.0,314470000.0
PAK,2011,3928.519927,183340168,19.71831,0,0.0,323170000.0
PAK,2012,3980.74865,187280125,21.12676,0,0.0,326970000.0
PAK,2013,4069.267498,191260799,22.06573,0,0.0,337420000.0
PAK,2014,4171.29183,195305012,25.0,0,0.0,351040000.0
PAK,2015,4278.346663,199426953,24.51923,1,1.0,365780000.0
PAK,2016,4421.581929,203631356,20.19231,1,1.0,389400000.0
PAK,2017,4571.205078,207906210,24.51923,1,1.0,414600000.0
PAK,2018,4739.472713,212228288,26.92308,1,1.0,431220000.0
NZL,1990,28086.82413,3329800,,0,0.0,71050000.0
NZL,1991,26466.67346,3495100,,0,0.0,70510000.0
NZL,1992,26479.0419,3531700,,0,0.0,71370000.0
NZL,1993,27852.03502,3572200,,0,0.0,70440000.0
NZL,1994,28891.04395,3620000,,0,0.0,72170000.0
NZL,1995,29815.78619,3673400,,0,0.0,73430000.0
NZL,1996,30409.09066,3732000,98.49246,0,0.0,73980000.0
NZL,1997,30627.80462,3781300,,0,0.0,76280000.0
NZL,1998,30599.32319,3815000,98.5,0,0.0,74780000.0
NZL,1999,32098.14628,3835100,,0,0.0,77030000.0
NZL,2000,32837.09789,3857700,96.0396,0,0.0,77190000.0
NZL,2001,33775.23266,3880500,,0,0.0,79870000.0
NZL,2002,34745.16533,3948500,96.0396,0,0.0,81420000.0
NZL,2003,35616.11471,4027200,97.0297,0,0.0,83850000.0
NZL,2004,36504.19746,4087500,97.12919,0,0.0,82490000.0
NZL,2005,37293.21377,4133900,97.12919,0,0.0,83990000.0
NZL,2006,37902.75176,4184600,96.17225,0,0.0,84250000.0
NZL,2007,38687.84615,4223800,96.65072,0,0.0,82960000.0
NZL,2008,37933.15147,4259800,97.11539,0,0.0,82990000.0
NZL,2009,37505.04828,4302600,99.05213,0,0.0,80190000.0
NZL,2010,37657.1432,4350700,98.10426,0,0.0,79980000.0
NZL,2011,38214.47454,4384000,98.59155,0,0.0,79400000.0
NZL,2012,38857.11589,4408100,98.59155,0,0.0,81670000.0
NZL,2013,39599.1883,4442100,98.12206,0,0.0,81240000.0
NZL,2014,40432.24148,4516500,98.55769,0,0.0,81740000.0
NZL,2015,41086.1153,4609400,98.07692,0,1.0,81690000.0
NZL,2016,41672.10124,4714100,98.55769,0,1.0,80410000.0
NZL,2017,42285.3199,4813600,98.55769,1,1.0,82060000.0
NZL,2018,42866.12723,4900600,98.07692,1,1.0,81330000.0
AUS,1990,31016.41533,17065100,,0,0.0,503820000.0
AUS,1991,30502.60587,17284000,,0,0.0,503740000.0
AUS,1992,30259.41807,17495000,,0,0.0,505910000.0
AUS,1993,31173.47373,17667000,,0,0.0,505590000.0
AUS,1994,32073.02667,17855000,,0,0.0,508670000.0
AUS,1995,32902.76973,18072000,,0,0.0,516760000.0
AUS,1996,33724.97201,18311000,96.48241,0,0.0,514520000.0
AUS,1997,34653.19125,18517000,,0,0.0,522740000.0
AUS,1998,35876.22337,18711000,96.5,0,0.0,550570000.0
AUS,1999,37219.64111,18926000,,0,0.0,583610000.0
AUS,2000,38217.44944,19153000,95.04951,0,0.0,608210000.0
AUS,2001,38474.15333,19413000,,0,0.0,634100000.0
AUS,2002,39533.22346,19651400,95.54456,0,0.0,627080000.0
AUS,2003,40262.91406,19895400,96.0396,0,0.0,546710000.0
AUS,2004,41472.53879,20127400,95.69378,0,0.0,605380000.0
AUS,2005,42222.27272,20394800,95.21531,0,0.0,568380000.0
AUS,2006,42738.46579,20697900,94.25837,0,0.0,611700000.0
AUS,2007,44072.88403,20827600,94.25837,0,0.0,614990000.0
AUS,2008,44743.65989,21249200,95.19231,0,0.0,587260000.0
AUS,2009,44649.16077,21691700,94.78673,0,1.0,601070000.0
AUS,2010,44914.98121,22031750,94.78673,0,1.0,571220000.0
AUS,2011,45389.17017,22340024,95.77465,1,1.0,673130000.0
AUS,2012,46350.91995,22733465,95.77465,1,1.0,670930000.0
AUS,2013,46744.63254,23128129,95.77465,1,1.0,581890000.0
AUS,2014,47232.87539,23475686,96.15385,1,1.0,593500000.0
AUS,2015,47569.2946,23815995,94.71154,1,1.0,594580000.0
AUS,2016,48116.03108,24190907,94.71154,1,1.0,573390000.0
AUS,2017,48398.5497,24601860,93.26923,1,1.0,619790000.0
AUS,2018,49029.10571,24982688,92.78846,1,1.0,615380000.0
CRI,1990,9932.629839,3119436,,0,0.0,8850000.0
CRI,1991,9895.495601,3202083,,0,0.0,9120000.0
CRI,1992,10528.34779,3286525,,0,0.0,10220000.0
CRI,1993,10988.77545,3372298,,0,0.0,10290000.0
CRI,1994,11198.02715,3458829,,0,0.0,10670000.0
CRI,1995,11378.00017,3545524,,0,0.0,10240000.0
CRI,1996,11255.97406,3632361,68.34171,0,0.0,10200000.0
CRI,1997,11595.93704,3718952,,0,0.0,10290000.0
CRI,1998,12148.19686,3803893,74.0,0,0.0,11010000.0
CRI,1999,12394.54799,3885428,,0,0.0,10840000.0
CRI,2000,12624.07057,3962369,70.29703,0,0.0,10700000.0
CRI,2001,12832.57368,4034074,,0,0.0,11020000.0
CRI,2002,13054.71918,4100922,71.78218,0,0.0,11060000.0
CRI,2003,13411.8483,4164053,72.77228,0,0.0,11430000.0
CRI,2004,13802.72868,4225156,67.46411,0,0.0,11430000.0
CRI,2005,14149.51924,4285504,66.02871,0,0.0,11960000.0
CRI,2006,14976.81578,4345421,63.63636,0,0.0,12280000.0
CRI,2007,15989.33133,4404626,60.76555,0,0.0,13660000.0
CRI,2008,16527.43608,4463123,63.94231,0,0.0,13860000.0
CRI,2009,16174.27686,4520739,66.35071,0,0.0,13450000.0
CRI,2010,16830.43618,4577371,65.40285,0,1.0,13560000.0
CRI,2011,17360.20159,4633086,62.9108,0,1.0,14270000.0
CRI,2012,17994.53623,4688003,65.7277,0,1.0,14230000.0
CRI,2013,18233.01597,4742111,66.66666,0,1.0,14720000.0
CRI,2014,18669.09668,4795390,72.11539,0,1.0,14770000.0
CRI,2015,19141.68307,4847805,69.71154,0,1.0,14630000.0
CRI,2016,19736.6653,4899336,68.26923,0,1.0,15540000.0
CRI,2017,20347.03477,4949955,68.26923,0,1.0,15710000.0
CRI,2018,20672.61583,4999443,69.71154,1,1.0,15810000.0
NOR,1990,42136.60317,4241473,,0,0.0,45950000.0
NOR,1991,43229.91632,4261732,,0,0.0,43380000.0
NOR,1992,44517.43572,4286401,,0,0.0,43940000.0
NOR,1993,45512.39022,4311991,,0,0.0,45780000.0
NOR,1994,47541.76671,4336613,,0,0.0,47320000.0
NOR,1995,49260.96952,4359184,,0,0.0,46640000.0
NOR,1996,51476.19922,4381336,99.49749,0,0.0,47500000.0
NOR,1997,53903.43782,4405157,,0,0.0,49110000.0
NOR,1998,54989.70273,4431464,99.5,0,0.0,50690000.0
NOR,1999,55713.75589,4461913,,0,0.0,52650000.0
NOR,2000,57127.382,4490967,99.0099,0,0.0,47280000.0
NOR,2001,58018.31143,4513751,,0,0.0,47910000.0
NOR,2002,58540.84544,4538159,97.0297,0,0.0,47390000.0
NOR,2003,58728.15699,4564855,97.52475,0,0.0,49320000.0
NOR,2004,60699.56658,4591910,100.0,0,0.0,49830000.0
NOR,2005,61870.36456,4623291,98.56459,0,0.0,48570000.0
NOR,2006,62846.93868,4660677,99.52153,0,0.0,48990000.0
NOR,2007,64062.43931,4709153,99.04306,0,0.0,49610000.0
NOR,2008,63570.34148,4768212,100.0,0,0.0,48130000.0
NOR,2009,61689.55854,4828726,98.10426,0,0.0,47530000.0
NOR,2010,61353.47733,4889252,98.5782,0,0.0,51870000.0
NOR,2011,61157.12993,4953088,98.12206,0,0.0,50120000.0
NOR,2012,61990.69236,5018573,100.0,0,0.0,48980000.0
NOR,2013,61878.97518,5079623,100.0,0,0.0,48060000.0
NOR,2014,62390.13031,5137232,99.03846,0,0.0,48310000.0
NOR,2015,62987.51629,5188607,98.55769,0,0.0,48580000.0
NOR,2016,63104.08078,5234519,99.51923,0,1.0,47980000.0
NOR,2017,64050.75617,5276968,99.51923,0,1.0,46920000.0
NOR,2018,64341.25868,5311916,99.51923,0,1.0,47340000.0
PRT,1990,23556.856207493605,9983218,,0,0.0,56310000.0
PRT,1991,24642.59961590557,9960235,,0,0.0,58020000.0
PRT,1992,76323.30475328237,9952494,,0,0.0,61980000.0
PRT,1993,24391.19984847265,9964675,,0,0.0,60960000.0
PRT,1994,24560.35706138357,9991525,,0,0.0,62870000.0
PRT,1995,25523.70602231763,10026176,,0,0.0,66650000.0
PRT,1996,26318.97512633977,10063945,88.94473,0,0.0,64989999.9999999
PRT,1997,27354.836811735426,10108977,,0,0.0,67360000.0
PRT,1998,28525.517432437704,10160196,88.5,0,0.0,72460000.0
PRT,1999,29472.709879930724,10217828,,0,0.0,79260000.0
PRT,2000,30383.1378175177,10289898,84.65347,0,0.0,78790000.0
PRT,2001,30756.01895460625,10362722,,0,0.0,78130000.0
PRT,2002,30823.84904407957,10419631,87.62376,0,0.0,82990000.0
PRT,2003,30422.60202857209,10458821,88.61386,0,0.0,78000000.0
PRT,2004,30892.819881126277,10483861,87.55981,0,0.0,80000000.0
PRT,2005,31076.644120528934,10503330,87.08134,0,0.0,82990000.0
PRT,2006,31524.74956803092,10522288,80.38277,0,0.0,77800000.0
PRT,2007,32251.56909774262,10542964,82.77512,0,0.0,76400000.0
PRT,2008,32307.91276793201,10558177,83.65385,0,0.0,74150000.0
PRT,2009,31269.41046130042,10568247,83.41232,0,0.0,73270000.0
PRT,2010,31798.1538079411,10573100,82.93839,0,0.0,67990000.0
PRT,2011,31304.81552630748,10557560,80.28169,0,0.0,67110000.0
PRT,2012,30156.701582262805,10514844,82.6291,0,0.0,65410000.0
PRT,2013,30042.890718598203,10457295,83.09859,0,0.0,63700000.0
PRT,2014,30444.600209194723,10401062,84.13461,0,0.0,63320000.0
PRT,2015,31118.79067032788,10358076,83.17308,0,0.0,67430000.0
PRT,2016,31847.537734764683,10325452,83.17308,0,0.0,66379999.9999999
PRT,2017,33044.71673874793,10300300,83.65385,0,0.0,70950000.0
PRT,2018,34040.72538736647,10283822,85.09615,0,1.0,66819999.9999999
KEN,1990,3569.4967471965724,23724574,,0,0.0,38490000.0
KEN,1991,3503.1340255058253,24521714,,0,0.0,37250000.0
KEN,1992,76323.30475328237,25326080,,0,0.0,37250000.0
KEN,1993,3271.974799166815,26136217,,0,0.0,37050000.0
KEN,1994,3256.655601747663,26950508,,0,0.0,37310000.0
KEN,1995,3300.014905715507,27768297,,0,0.0,37650000.0
KEN,1996,3338.1461716155213,28589456,18.09045,0,0.0,37190000.0
KEN,1997,3259.7945945022966,29415660,,0,0.0,37110000.0
KEN,1998,3274.1277697723476,30250488,17.5,0,0.0,38560000.0
KEN,1999,3258.242491302052,31098763,,0,0.0,40730000.0
KEN,2000,3188.999811517681,31964557,24.75248,0,0.0,39680000.0
KEN,2001,3220.47552998289,32848569,,0,0.0,39200000.0
KEN,2002,3151.437691201945,33751746,21.78218,0,0.0,40100000.0
KEN,2003,3157.13798614283,34678781,23.26733,0,0.0,41070000.0
KEN,2004,3229.22162993258,35635267,22.48804,0,0.0,43690000.0
KEN,2005,3327.5512623946597,36624897,22.48804,0,0.0,44060000.0
KEN,2006,3446.5509241564746,37649039,22.00957,0,0.0,44530000.0
KEN,2007,3582.1068475038333,38705934,17.70335,0,0.0,61330000.0
