iso3,year,gdp,population,ruleoflaw,litigation,fillingdate,ghg,lnghg,lngdp,lngdp2,lnpopulation,lnlaw,HI,MI,UMI,litigation_lnlaw,EIT,EU,ncl,ncllitig,kyoto,country,eps,eps_mk,eps_nm,eps_ts,_merge,id,eu,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Iyear_2008,_Iyear_2009,_Iyear_2010,_Iyear_2011,_Iyear_2012,_Iyear_2013,_Iyear_2014,_Iyear_2015,_Iyear_2016,_Iyear_2017,_Iyear_2018
"FIN",2004,43724.966,5228172,99.52153,0,0,80590000,18.20489,10.68567,114.1836,15.46957,4.600374,1,0,0,0,1,1,0,0,0,"Finland",2.6388888,1.1666666,4.75,2,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",2005,44786.91,5246096,100,0,,68380000,18.04059,10.70967,114.6971,15.47299,4.60517,1,0,0,0,1,1,0,0,0,"Finland",2.75,1.5,4.75,2,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",2006,46412.2,5266268,99.04306,1,1,79710000,18.1939,10.74532,115.4618,15.47683,4.595555,1,0,0,4.595555,1,1,0,0,0,"Finland",2.9722223,1.6666666,4.75,2.5,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",2007,48664.266,5288720,98.56459,1,1,77860000,18.17042,10.7927,116.4824,15.48109,4.590712,1,0,0,4.590712,1,1,0,0,0,"Finland",2.9722223,1.1666666,4.75,3,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FIN",2008,48817.989,5313399,98.07692,1,1,69730000,18.06014,10.79585,116.5505,15.48574,4.585752,1,0,0,4.585752,1,1,0,0,1,"Finland",3.1944444,1.8333334,4.75,3,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FIN",2009,44662.1,5338871,100,1,1,66060000,18.00607,10.70688,114.6373,15.49052,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.1666667,1.5,5,3,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FIN",2010,45874.661,5363352,100,1,1,74120000,18.1212,10.73367,115.2116,15.4951,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.1111112,1.3333334,5,3,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FIN",2011,46825.825,5388272,100,1,1,66100000,18.00668,10.75419,115.6526,15.49973,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.75,2,5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FIN",2012,45952.246,5413971,99.53052,1,1,60380000,17.91617,10.73536,115.2479,15.50449,4.600464,1,0,0,4.600464,1,1,0,0,1,"Finland",3.6388888,1.6666666,5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FIN",2013,45328.575,5438972,99.53052,1,1,61120000,17.92835,10.72169,114.9547,15.5091,4.600464,1,0,0,4.600464,1,1,0,0,1,"Finland",3.6388888,1.6666666,5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FIN",2014,44976.776,5461512,100,1,1,57000000,17.85856,10.7139,114.7877,15.51324,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.6944444,1.8333334,5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FIN",2015,45072.59,5479531,100,1,1,53550000,17.79613,10.71603,114.8333,15.51653,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.8611112,1.8333334,5.5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FIN",2016,46206.788,5495303,100,1,1,56260000,17.8455,10.74088,115.3665,15.5194,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.8333333,2,5.5,4,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FIN",2017,47570.134,5508214,100,1,1,53320000,17.79182,10.76996,115.9921,15.52175,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.8333333,2,5.5,4,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FIN",2018,48049.584,5515525,100,1,1,54490000,17.81353,10.77999,116.2081,15.52308,4.60517,1,0,0,4.60517,1,1,0,0,1,"Finland",3.9166667,2,5.5,4.25,"Matched (3)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FRA",1990,33732.014,58235716,,0,0,5.028e+08,20.0356,10.4262,108.7057,17.88001,,1,0,0,,1,1,0,0,0,"France",1.4444444,.83333331,1.5,2,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1991,33897.231,58559309,,0,0,5.275e+08,20.08373,10.43109,108.8076,17.88555,,1,0,0,,1,1,0,0,0,"France",1.3333334,1,1.5,1.5,"Matched (3)",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1992,76323.305,58851216,,0,0,5.128e+08,20.0554,11.24273,126.3991,17.89052,,1,0,0,,1,1,0,0,0,"France",1.3333334,1,1.5,1.5,"Matched (3)",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1993,33905.882,59106758,,0,0,4.940e+08,20.01807,10.43134,108.8129,17.89486,,1,0,0,,1,1,0,0,0,"France",1.3333334,1,1.5,1.5,"Matched (3)",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1994,34576.544,59327200,,0,0,4.883e+08,20.00638,10.45093,109.2219,17.89858,,1,0,0,,1,1,0,0,0,"France",1.3888888,1.1666666,1.5,1.5,"Matched (3)",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1995,35177.659,59541904,,0,0,4.970e+08,20.02412,10.46817,109.5825,17.90219,,1,0,0,,1,1,0,0,0,"France",1.3888888,1.1666666,1.5,1.5,"Matched (3)",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1996,35548.629,59753095,91.9598,0,0,5.158e+08,20.06117,10.47866,109.8022,17.90573,4.521351,1,0,0,0,1,1,0,0,0,"France",1.4722222,1.1666666,1.5,1.75,"Matched (3)",5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1997,36250.689,59964841,,0,0,5.058e+08,20.04173,10.49821,110.2125,17.90927,,1,0,0,,1,1,0,0,0,"France",1.4722222,1.1666666,1.5,1.75,"Matched (3)",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1998,37413.439,60186284,91,0,0,5.219e+08,20.07295,10.52979,110.8764,17.91295,4.510859,1,0,0,0,1,1,0,0,0,"France",1.4722222,1.1666666,1.5,1.75,"Matched (3)",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",1999,38494.947,60496708,,0,0,5.115e+08,20.05282,10.55828,111.4773,17.9181,,1,0,0,,1,1,0,0,0,"France",1.6388888,1.1666666,1.5,2.25,"Matched (3)",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2000,39732.282,60912500,91.08911,0,0,5.086e+08,20.04709,10.58992,112.1464,17.92495,4.511838,1,0,0,0,1,1,0,0,0,"France",1.75,1,2.5,1.75,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2001,40226.627,61357432,,0,0,5.134e+08,20.05653,10.60228,112.4084,17.93223,,1,0,0,,1,1,0,0,0,"France",1.6666666,1,2.5,1.5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2002,40388.626,61805266,85.64356,0,0,5.058e+08,20.04171,10.6063,112.4937,17.9395,4.450194,1,0,0,0,1,1,0,0,0,"France",2,1,2.5,2.5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2003,40433.49,62244880,89.60396,0,0,5.107e+08,20.05129,10.60741,112.5172,17.94659,4.495399,1,0,0,0,1,1,0,0,0,"France",2.0833333,1,2.5,2.75,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2004,41272.632,62704901,91.86603,0,1,5.084e+08,20.04686,10.62795,112.9534,17.95395,4.520331,1,0,0,0,1,1,0,0,0,"France",2.8333333,1,4.75,2.75,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2005,41643.989,63179356,90.43062,0,1,5.091e+08,20.0481,10.63691,113.1439,17.96149,4.504583,1,0,0,0,1,1,0,0,0,"France",2.8611112,.83333331,4.75,3,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2006,42367.57,63621376,90.43062,0,1,4.988e+08,20.0277,10.65414,113.5107,17.96846,4.504583,1,0,0,0,1,1,0,0,0,"France",3.0833333,1.5,4.75,3,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FRA",2007,43127.213,64016227,90.43062,0,1,4.916e+08,20.01322,10.67191,113.8896,17.97465,4.504583,1,0,0,0,1,1,0,0,0,"France",3.25,1,4.75,4,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FRA",2008,42996.21,64374979,90.86539,1,1,4.854e+08,20.00038,10.66887,113.8247,17.98024,4.509379,1,0,0,4.509379,1,1,0,0,1,"France",3.4166667,1.5,4.75,4,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FRA",2009,41546.491,64707035,90.04739,1,1,4.671e+08,19.96195,10.63457,113.094,17.98538,4.500336,1,0,0,4.500336,1,1,0,0,1,"France",3.6944444,1.3333334,5,4.75,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FRA",2010,42147.672,65027505,90.52132,1,1,4.708e+08,19.96992,10.64893,113.3998,17.99032,4.505585,1,0,0,4.505585,1,1,0,0,1,"France",3.6111112,1.3333334,5,4.5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FRA",2011,42864.019,65342789,89.67136,1,1,4.535e+08,19.93253,10.66579,113.759,17.99516,4.496151,1,0,0,4.496151,1,1,0,0,1,"France",3.9444444,1.3333334,5.5,5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FRA",2012,42790.633,65659814,89.67136,1,1,4.563e+08,19.93871,10.66407,113.7225,18,4.496151,1,0,0,4.496151,1,1,0,0,1,"France",3.9166667,1,5.5,5.25,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FRA",2013,42816.271,65998685,89.20188,1,1,4.573e+08,19.94074,10.66467,113.7353,18.00515,4.490902,1,0,0,4.490902,1,1,0,0,1,"France",3.9166667,1,5.5,5.25,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FRA",2014,43021.395,66312067,88.46154,1,1,4.241e+08,19.86555,10.66945,113.8372,18.00988,4.482568,1,0,0,4.482568,1,1,0,0,1,"France",4.2222223,2.1666667,5.5,5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FRA",2015,43345.786,66548272,88.46154,1,1,4.301e+08,19.87962,10.67696,113.9976,18.01344,4.482568,1,0,0,4.482568,1,1,0,0,1,"France",4.0277777,2.3333333,5.5,4.25,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FRA",2016,43705.148,66724104,88.46154,1,1,4.300e+08,19.87934,10.68522,114.1739,18.01608,4.482568,1,0,0,4.482568,1,1,0,0,1,"France",3.9166667,2.5,5.5,3.75,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRA",2017,44577.065,66918020,89.42308,1,1,4.324e+08,19.88482,10.70498,114.5965,18.01898,4.493379,1,0,0,4.493379,1,1,0,0,1,"France",4.1666665,3,5.5,4,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FRA",2018,45284.003,67101930,88.94231,1,1,4.234e+08,19.86371,10.72071,114.9336,18.02172,4.487988,1,0,0,4.487988,1,1,0,0,1,"France",4.5555553,3.6666667,5.5,4.5,"Matched (3)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEU",1990,36699.482,79433029,,0,0,1.160e+09,20.87187,10.51052,110.471,18.19042,,1,0,0,,1,1,1,0,0,"Germany",1.4444444,.83333331,2.5,1,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1991,38294.155,80013896,,0,0,1.131e+09,20.84603,10.55305,111.3669,18.19771,,1,0,0,,1,1,1,0,0,"Germany",1.6944444,.83333331,2.5,1.75,"Matched (3)",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1992,38734.938,80624598,,0,0,1.083e+09,20.80294,10.5645,111.6086,18.20531,,1,0,0,,1,1,1,0,0,"Germany",1.6111112,.83333331,2.5,1.5,"Matched (3)",6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1993,38105.231,81156363,,0,0,1.075e+09,20.7958,10.54811,111.2626,18.21189,,1,0,0,,1,1,1,0,0,"Germany",1.6111112,.83333331,2.5,1.5,"Matched (3)",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1994,38881.569,81438348,,0,0,1.062e+09,20.78375,10.56828,111.6884,18.21536,,1,0,0,,1,1,1,0,0,"Germany",1.6666666,1,2.5,1.5,"Matched (3)",6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1995,39366.089,81678051,,0,0,1.056e+09,20.7775,10.58066,111.9504,18.2183,,1,0,0,,1,1,1,0,0,"Germany",1.5,1,2.5,1,"Matched (3)",6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1996,39568.602,81914831,93.96985,0,0,1.084e+09,20.80381,10.58579,112.059,18.22119,4.542974,1,0,0,0,1,1,1,0,0,"Germany",1.6944444,.83333331,2.5,1.75,"Matched (3)",6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1997,40218.847,82034771,,0,0,1.046e+09,20.76813,10.60209,112.4043,18.22265,,1,0,0,,1,1,1,0,0,"Germany",1.4444444,.83333331,2.5,1,"Matched (3)",6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1998,41022.615,82047195,93.5,0,0,1.020e+09,20.74269,10.62188,112.8243,18.22281,4.537961,1,0,0,0,1,1,1,0,0,"Germany",1.5833334,1,2.5,1.25,"Matched (3)",6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",1999,41769.812,82100243,,0,0,9.852e+08,20.70834,10.63993,113.2081,18.22345,,1,0,0,,1,1,1,0,0,"Germany",1.5,1,2.5,1,"Matched (3)",6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2000,42928.181,82211508,93.56435,0,0,9.758e+08,20.6988,10.66728,113.7909,18.22481,4.53865,1,0,0,0,1,1,1,0,0,"Germany",1.7777778,.83333331,3.5,1,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2001,43576.637,82349925,,0,0,9.913e+08,20.71455,10.68228,114.111,18.22649,,1,0,0,,1,1,1,0,0,"Germany",1.7777778,.83333331,3.5,1,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2002,43417.308,82488495,93.56435,0,0,9.729e+08,20.69582,10.67861,114.0328,18.22817,4.53865,1,0,0,0,1,1,1,0,0,"Germany",2.4166667,1,5.25,1,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2003,43089.474,82534176,93.56435,0,0,9.719e+08,20.69476,10.67103,113.871,18.22872,4.53865,1,0,0,0,1,1,1,0,0,"Germany",2.6666667,1,5.25,1.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2004,43605.279,82516260,93.77991,0,1,9.521e+08,20.67419,10.68293,114.1251,18.22851,4.540951,1,0,0,0,1,1,1,0,0,"Germany",2.7777777,.83333331,5.25,2.25,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2005,43949.288,82469422,94.25837,0,1,9.277e+08,20.64823,10.69079,114.293,18.22794,4.54604,1,0,0,0,1,1,1,0,0,"Germany",2.8888888,1.1666666,5.25,2.25,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2006,45678.082,82376451,95.21531,0,1,9.342e+08,20.6552,10.72937,115.1195,18.22681,4.556141,1,0,0,0,1,1,1,0,0,"Germany",2.9444444,1.3333334,5.25,2.25,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",2007,47100.61,82266372,95.21531,1,1,9.051e+08,20.62359,10.76004,115.7785,18.22547,4.556141,1,0,0,4.556141,1,1,1,1,0,"Germany",2.7777777,.83333331,5.25,2.25,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DEU",2008,47643.223,82110097,94.23077,1,1,9.078e+08,20.62654,10.7715,116.0251,18.22357,4.545747,1,0,0,4.545747,1,1,1,1,1,"Germany",3.0277777,1.3333334,5.25,2.5,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"DEU",2009,45044.486,81902307,92.891,1,1,8.506e+08,20.5615,10.71541,114.8199,18.22104,4.531427,1,0,0,4.531427,1,1,1,1,1,"Germany",3.1388888,1.1666666,5.5,2.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DEU",2010,46999.24,81776930,92.891,1,1,8.813e+08,20.59691,10.75789,115.7321,18.21951,4.531427,1,0,0,4.531427,1,1,1,1,1,"Germany",3.0833333,1,5.5,2.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DEU",2011,49757.924,80274983,92.01878,1,1,8.526e+08,20.56374,10.81493,116.9626,18.20097,4.521993,1,0,0,4.521993,1,1,1,1,1,"Germany",3.1666667,1,5.5,3,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DEU",2012,49872.447,80425823,92.01878,1,1,8.667e+08,20.58017,10.81722,117.0123,18.20285,4.521993,1,0,0,4.521993,1,1,1,1,1,"Germany",3.0555556,.66666669,5.5,3,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DEU",2013,49954.174,80645605,92.01878,1,1,8.839e+08,20.59988,10.81886,117.0478,18.20557,4.521993,1,0,0,4.521993,1,1,1,1,1,"Germany",3.2222223,.66666669,5.5,3.5,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DEU",2014,50845.527,80982500,93.75,1,1,8.437e+08,20.55326,10.83655,117.4308,18.20974,4.540632,1,0,0,4.540632,1,1,1,1,1,"Germany",3.1111112,.83333331,5.5,3,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DEU",2015,51159.297,81686611,93.26923,1,1,8.475e+08,20.55775,10.8427,117.5641,18.2184,4.53549,1,0,0,4.53549,1,1,1,1,1,"Germany",3.0277777,.83333331,5.5,2.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DEU",2016,51879.673,82348669,91.82692,1,1,8.502e+08,20.56095,10.85668,117.8676,18.22647,4.519906,1,0,0,4.519906,1,1,1,1,1,"Germany",3.0833333,1,5.5,2.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DEU",2017,53071.456,82657002,91.34615,1,1,8.327e+08,20.54012,10.87939,118.3612,18.23021,4.514656,1,0,0,4.514656,1,1,1,1,1,"Germany",3.0277777,.83333331,5.5,2.75,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DEU",2018,53486.841,82905782,91.34615,1,1,8.061e+08,20.50771,10.88719,118.5309,18.23322,4.514656,1,0,0,4.514656,1,1,1,1,1,"Germany",3.25,1,5.5,3.25,"Matched (3)",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRC",1990,24262.948,10196792,,0,0,95350000,18.37306,10.09671,101.9435,16.13758,,1,0,0,,1,1,1,0,0,"Greece",.3611111,.33333334,.25,.5,"Matched (3)",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1991,24716.625,10319927,,0,0,95450000,18.37411,10.11523,102.3179,16.14959,,1,0,0,,1,1,1,0,0,"Greece",.47222224,.66666669,.25,.5,"Matched (3)",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1992,24700.238,10399061,,0,0,97530000,18.39567,10.11457,102.3045,16.15723,,1,0,0,,1,1,1,0,0,"Greece",.52777779,.83333331,.25,.5,"Matched (3)",7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1993,24162.476,10460415,,0,0,97900000,18.39946,10.09256,101.8597,16.16311,,1,0,0,,1,1,1,0,0,"Greece",.94444442,.83333331,1.5,.5,"Matched (3)",7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1994,24522.632,10512922,,0,0,1.005e+08,18.42597,10.10735,102.1586,16.16812,,1,0,0,,1,1,1,0,0,"Greece",1.1666666,1,1.5,1,"Matched (3)",7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1995,24920.837,10562153,,0,0,1.049e+08,18.4688,10.12346,102.4844,16.17279,,1,0,0,,1,1,1,0,0,"Greece",1.1666666,1,1.5,1,"Matched (3)",7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1996,25521.39,10608800,83.41708,0,0,1.060e+08,18.47886,10.14727,102.9671,16.17719,4.423853,1,0,0,0,1,1,1,0,0,"Greece",1.1111112,.83333331,1.5,1,"Matched (3)",7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1997,26534.61,10661259,,0,0,1.071e+08,18.48918,10.1862,103.7588,16.18213,,1,0,0,,1,1,1,0,0,"Greece",1.1111112,.83333331,1.5,1,"Matched (3)",7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1998,27415.745,10720509,75,0,0,1.112e+08,18.52639,10.21887,104.4254,16.18767,4.317488,1,0,0,0,1,1,1,0,0,"Greece",1.1944444,.83333331,1.5,1.25,"Matched (3)",7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",1999,28149.966,10761698,,0,0,1.123e+08,18.53651,10.2453,104.9662,16.1915,,1,0,0,,1,1,1,0,0,"Greece",1.1111112,.83333331,1.5,1,"Matched (3)",7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
